Date,Total_Equity
2025-05-19,44283553.55300562
2025-05-20,44241619.97617076
2025-05-21,43732363.660611555
2025-05-22,44037812.93076643
2025-05-23,43660259.18022949
2025-05-27,44118970.462656796
2025-05-28,43901375.42223962
2025-05-29,43836492.22243962
2025-05-30,43773805.89353962
2025-06-02,43783308.854550675
2025-06-03,43971338.266664386
2025-06-04,43914279.95079202
2025-06-05,44049967.675805494
2025-06-06,44383114.89788103
2025-06-09,44265142.253235415
2025-06-10,44278570.33961988
2025-06-11,44083641.31525473
2025-06-12,43990553.16285473
2025-06-13,43541331.703273475
2025-06-16,43707151.33463961
2025-06-17,43496034.49420984
2025-06-18,43503112.97567126
2025-06-20,43465858.232492134
2025-06-23,43725458.6075905
2025-06-24,43873116.4929035
2025-06-25,43629592.78580189
2025-06-26,43827771.52723974
2025-06-27,43883734.51943974
2025-06-30,44016514.47515231
2025-07-01,44399120.51577744
2025-07-02,44572147.30297743
2025-07-03,44836688.05723263
2025-07-07,44460464.940183416
2025-07-08,44568124.15018341
2025-07-09,44903832.03378341
2025-07-10,44857122.535457395
2025-07-11,44510816.268239744
2025-07-14,44766352.70606744
2025-07-15,44313859.55532536
2025-07-16,44445875.38553982
2025-07-17,44753242.20482291
2025-07-18,44813894.199075535
2025-07-21,44621479.03374443
2025-07-22,44880854.04685944
2025-07-23,45408883.564163536
2025-07-24,45047009.76651217
2025-07-25,45086096.059531644
2025-07-28,45050130.77474408
2025-07-29,44759460.81372401
2025-07-30,44726423.27910625
2025-07-31,44646325.8153031
2025-08-01,44158276.26072577
2025-08-04,44552198.53480863
2025-08-05,44255413.45009434
2025-08-06,44454316.501090765
2025-08-07,44174674.19731776
2025-08-08,44328014.061033666
2025-08-11,44397103.662198655
2025-08-12,45234208.76053067
2025-08-13,45644758.224530675
2025-08-14,45241900.84753067
2025-08-15,45067432.84573067
2025-08-18,45107555.687192775
2025-08-19,44729895.24668456
2025-08-20,44572768.94552332
2025-08-21,44593009.29894365
2025-08-22,45705475.73323999
2025-08-25,45327563.25143999
2025-08-26,45404633.31123999
2025-08-27,45566932.765333466
2025-08-28,45703940.022369064
2025-08-29,45196574.21901349
2025-09-02,45019145.90925577
2025-09-03,44932357.323251955
2025-09-04,45343838.739010416
2025-09-05,45141631.81561041
2025-09-08,45428168.78490612
2025-09-09,45381751.9700546
2025-09-10,45329988.310054585
2025-09-11,46010856.77937459
2025-09-12,45640132.05008953
2025-09-15,45935655.850089535
2025-09-16,45796878.79677727
2025-09-17,45803871.90439808
2025-09-18,46583771.84939809
