Date,Total_Equity
2023-02-10,44347228.75245295
2023-02-13,44560919.92245295
2023-02-14,44703217.945571415
2023-02-15,44955984.156075
2023-02-16,44568880.316075
2023-02-17,44502839.366074994
2023-02-21,43867655.85107499
2023-02-22,43982446.42339546
2023-02-23,44249846.206082754
2023-02-24,43870043.83608276
2023-02-27,43806607.34608276
2023-02-28,44043699.68688892
2023-03-01,44037509.62688892
2023-03-02,43916423.640333
2023-03-03,44399216.200333
2023-03-06,43916862.38033299
2023-03-07,43420376.5985666
2023-03-08,43499561.5935666
2023-03-09,42850844.15609877
2023-03-10,42537997.88609877
2023-03-13,42466022.96957877
2023-03-14,42210249.956288576
2023-03-15,41699645.51941324
2023-03-16,41907415.209413245
2023-03-17,41568165.27861324
2023-03-20,41558281.475603305
2023-03-21,41984227.035976425
2023-03-22,41610757.87128554
2023-03-23,41517535.53608554
2023-03-24,41610799.780085534
2023-03-27,42461039.539885536
2023-03-28,42560907.47443667
2023-03-29,42889224.0469196
2023-03-30,42829850.001919605
2023-03-31,43199506.1569196
2023-04-03,43112060.2835196
2023-04-04,42536960.031134635
2023-04-05,42347197.58699216
2023-04-06,42469198.65699216
2023-04-10,42648737.45699216
2023-04-11,42651561.9750891
2023-04-12,42398335.1166891
2023-04-13,42750002.24871166
2023-04-14,42477217.05871166
2023-04-17,42789207.48471166
2023-04-18,42443385.300492145
2023-04-19,42465164.92235215
2023-04-20,42226641.0752067
2023-04-21,42165862.04678473
2023-04-24,42098125.43678473
2023-04-25,41550869.07965737
2023-04-26,41213626.17241123
2023-04-27,41438838.662411235
2023-04-28,41714766.27241123
2023-05-01,41616119.272411235
2023-05-02,41014192.50516689
2023-05-03,40888549.359787576
2023-05-04,40672546.369787574
2023-05-05,41309664.35362389
2023-05-08,41237264.37862389
2023-05-09,41144630.02503954
2023-05-10,41391669.97404306
2023-05-11,41221356.22684306
2023-05-12,41200451.34684306
2023-05-15,41360291.43684305
2023-05-16,40936168.63715492
2023-05-17,41248488.29396679
2023-05-18,41348185.88396679
2023-05-19,41212581.86396679
2023-05-22,41329406.20396679
2023-05-23,41218182.371639356
2023-05-24,41148886.177559465
2023-05-25,41072393.52755946
2023-05-26,41183138.55755946
2023-05-30,41186842.052559465
2023-05-31,41055884.78366746
2023-06-01,41107070.88235247
2023-06-02,41387974.96019247
2023-06-05,41382266.02019247
2023-06-06,41674123.163306266
2023-06-07,41898623.01330627
2023-06-08,41912197.13873026
2023-06-09,41821340.538730256
2023-06-12,42019735.51873025
2023-06-13,42183933.72154416
2023-06-14,42053091.62654418
2023-06-15,42180782.142081656
2023-06-16,42023118.56208166
2023-06-20,41876362.32132165
2023-06-21,41637821.12733807
2023-06-22,41497727.7887326
2023-06-23,41328044.4077326
2023-06-26,41286168.458732605
