symbol,entry_date,exit_date,holding_days,exit_reason,entry_rank,exit_rank,entry_cmvs,exit_cmvs,entry_rsi,exit_rsi,entry_atr,exit_atr,entry_price,exit_price,peak_return,final_return,forward_return_5d,forward_return_10d,forward_return_20d,post_exit_max_return,post_exit_max_drawdown,days_to_peak,days_to_trough,missed_upside,saved_drawdown
NFLX,2019-03-04,2019-03-05,1,ema9_break,10,10,0.18803374767474793,0.18803374767474793,51.685555207160895,54.06447842580104,1.0573106666446783,1.0382170475986299,35.97,35.15,0.0,-0.02279677509035305,0.01365576102418209,0.02076813655761045,0.046088193456614635,0.07510668563300138,-0.00540540540540535,12,3,0.07510668563300138,0.00540540540540535
NVDA,2019-03-04,2019-03-07,3,ema9_break,9,9,0.29799879100116256,0.29799879100116256,55.36881941883992,44.47973232108914,0.14270099400709388,0.13556635708221038,3.95,3.78,0.0,-0.04303797468354442,0.09523809523809512,0.21693121693121697,0.24603174603174605,0.2486772486772486,-0.002645502645502562,19,1,0.2486772486772486,0.002645502645502562
AAPL,2019-02-04,2019-03-08,32,ema9_break,2,8,0.34258279166277184,0.32283310650521646,64.26543759148112,55.78888740059637,1.2183269373019725,0.7130331840545506,41.85,42.58,0.050418160095579534,0.017443249701314167,0.09276655706904657,0.12165335838421787,0.15664631282292163,0.15664631282292163,0.050493189290746754,20,1,0.15664631282292163,-0.050493189290746754
AMZN,2019-03-04,2019-03-08,4,ema9_break,6,6,0.33156275785739003,0.33156275785739003,61.72791848829507,46.226345640288585,1.794759462971906,1.7831305971975373,84.25,80.2,0.006646884272996978,-0.0480712166172107,0.06758104738154613,0.10024937655860344,0.14538653366583532,0.14538653366583532,0.04152119700748136,20,1,0.14538653366583532,-0.04152119700748136
MSFT,2019-03-04,2019-03-08,4,ema9_break,1,1,0.4664860192770781,0.4664860192770781,64.73645370307509,56.045839186735115,1.9160257553175561,1.8277173989385846,113.02,109.16,0.0,-0.03415324721288271,0.06183583730304143,0.0722792231586662,0.0982960791498717,0.10131916452913159,0.033620373763283196,9,1,0.10131916452913159,-0.033620373763283196
COST,2019-03-04,2019-03-08,4,ema9_break,2,2,0.4232291062839843,0.4232291062839843,60.539847878222744,71.31651243702487,3.5191640980158145,4.08700348301306,220.43,225.48,0.0,0.022909767273057158,0.03601206315416006,0.053574596416533726,0.09042930636863589,0.09042930636863589,0.018671279049139677,20,1,0.09042930636863589,-0.018671279049139677
PEP,2019-03-04,2019-03-11,7,ema9_break,7,7,0.33070447023828087,0.33070447023828087,62.58891571714817,60.69919726174601,1.64658652837228,1.6264430592144052,116.55,115.3,0.0009438009438009765,-0.010725010725010753,0.017085862966175203,0.048135299219427496,0.05810928013876837,0.06287944492627928,0.0017346053772766545,14,3,0.06287944492627928,-0.0017346053772766545
GOOGL,2019-03-04,2019-03-26,22,ema9_break,5,5,0.33442957262035333,0.33442957262035333,63.75410819437559,56.19763859716316,1.0897235147260362,1.0648124389359057,57.73,60.26,0.07067382643339704,0.043824701195219085,0.00033189512114173425,-0.0021573182874210506,0.045469631596415594,0.05426485230667111,-0.027381347494191854,19,2,0.05426485230667111,0.027381347494191854
TSLA,2019-04-02,2019-04-05,3,"atr_trail(stop=17.96),ema9_break",9,9,0.29004581237393834,0.29004581237393834,51.57381274333908,45.99930858644437,0.6385024125450386,0.7389175657293914,19.22,17.99,0.01196670135275757,-0.06399583766909467,-0.007782101167315036,-0.026125625347415138,-0.053918843802112204,0.022790439132851503,-0.1328515842134519,3,17,0.022790439132851503,0.1328515842134519
NFLX,2019-04-02,2019-04-09,7,ema9_break,8,8,0.31683484539411183,0.31683484539411183,56.27458669949702,53.10106281174775,0.9759768134183219,0.8936925443723769,36.63,36.05,0.00955500955500943,-0.015834015834016002,-0.002773925104022079,0.038002773925104094,0.010818307905686497,0.06796116504854388,-0.03217753120665734,17,4,0.06796116504854388,0.03217753120665734
